fir_id,crime_type,location_type,state,time_of_day,weapon_used,entry_method,target_type,suspect_age_group,prior_record,accomplice_count,evidence_recovered,digital_evidence,mo_tags,mo_text,severity_score,recidivism
FIR-01650,robbery,highway,MH,morning,knife,social_engineering,financial_institution,juvenile,0,0,1,0,local_knowledge|lone_wolf|accomplice_involved|insider_help,Suspect demonstrated knowledge of the local area. single offender acted alone. at least one accomplice was involved in the act. insider assistance may have been involved.,8,1
FIR-01651,assault,bank_premises,GJ,night,blunt_object,none,individual,26-35,0,0,1,0,psychological_manipulation|physical_restraint,Victim was manipulated psychologically. victim was physically restrained.,7,0
FIR-01652,assault,educational_institution,BR,evening,blunt_object,lock_picking,multiple,26-35,0,1,0,0,use_of_technology|lone_wolf,Digital tools or devices were used. single offender acted alone.,5,0
FIR-01653,drug_offense,marketplace,HR,evening,none,none,public_space,46-60,0,0,0,0,accomplice_involved|local_knowledge|use_of_disguise|evidence_concealment,At least one accomplice was involved in the act. suspect demonstrated knowledge of the local area. suspect used a disguise to conceal identity. suspect attempted to conceal evidence.,5,0
FIR-01654,robbery,parking_lot,UP,evening,knife,unlocked_door,individual,36-45,0,3,0,0,multiple_offenders|opportunistic|insider_help,Multiple offenders participated. crime appears to be opportunistic in nature. insider assistance may have been involved.,9,0
FIR-01655,fraud,public_transport,KA,afternoon,vehicle,impersonation,digital_asset,60+,0,0,1,1,planned_operation|escape_vehicle_used|local_knowledge,Evidence of pre-planned operation. suspect escaped using a vehicle. suspect demonstrated knowledge of the local area.,8,0
FIR-01656,cybercrime,bank_premises,MP,morning,none,cyber_access,financial_institution,60+,0,1,1,1,psychological_manipulation|prior_surveillance,Victim was manipulated psychologically. suspect conducted prior surveillance of the target.,5,0
FIR-01657,vehicle_theft,highway,BR,early_morning,improvised_tool,unlocked_door,vehicle,36-45,1,1,1,0,repeat_target|use_of_technology,Location or victim was targeted previously. digital tools or devices were used.,4,1
FIR-01658,drug_offense,highway,GJ,early_morning,knife,none,individual,46-60,0,1,0,0,escape_vehicle_used|local_knowledge,Suspect escaped using a vehicle. suspect demonstrated knowledge of the local area.,4,0
FIR-01659,robbery,public_transport,TS,night,firearm,social_engineering,financial_institution,juvenile,0,1,0,0,local_knowledge|accomplice_involved,Suspect demonstrated knowledge of the local area. at least one accomplice was involved in the act.,8,1
FIR-01660,vandalism,public_transport,AP,night,improvised_tool,none,government_property,juvenile,0,1,1,0,night_operation|local_knowledge|accomplice_involved|psychological_manipulation|opportunistic,Crime was executed during nighttime hours. suspect demonstrated knowledge of the local area. at least one accomplice was involved in the act. victim was manipulated psychologically. crime appears to be opportunistic in nature.,2,1
FIR-01661,assault,public_transport,KA,afternoon,blunt_object,none,government_property,26-35,0,3,0,0,escape_vehicle_used|evidence_concealment|lone_wolf|use_of_technology|multiple_offenders,Suspect escaped using a vehicle. suspect attempted to conceal evidence. single offender acted alone. digital tools or devices were used. multiple offenders participated.,7,1
FIR-01662,drug_offense,commercial_zone,AP,night,none,cyber_access,commercial_establishment,26-35,0,1,0,0,use_of_technology|night_operation|insider_help|planned_operation|lone_wolf,Digital tools or devices were used. crime was executed during nighttime hours. insider assistance may have been involved. evidence of pre-planned operation. single offender acted alone.,5,1
FIR-01663,vehicle_theft,marketplace,KA,night,vehicle,lock_picking,vehicle,juvenile,0,0,1,0,physical_restraint|escape_vehicle_used,Victim was physically restrained. suspect escaped using a vehicle.,5,0
FIR-01664,drug_offense,highway,PB,midnight,knife,none,public_space,36-45,0,0,0,0,local_knowledge|prior_surveillance|lone_wolf|psychological_manipulation,Suspect demonstrated knowledge of the local area. suspect conducted prior surveillance of the target. single offender acted alone. victim was manipulated psychologically.,5,0
FIR-01665,drug_offense,bank_premises,PB,early_morning,none,social_engineering,individual,36-45,0,0,1,0,evidence_concealment|use_of_technology|local_knowledge,Suspect attempted to conceal evidence. digital tools or devices were used. suspect demonstrated knowledge of the local area.,5,1
FIR-01666,cybercrime,parking_lot,AP,morning,chemical,cyber_access,vehicle,36-45,1,0,1,1,local_knowledge|planned_operation,Suspect demonstrated knowledge of the local area. evidence of pre-planned operation.,5,0
FIR-01667,drug_offense,bank_premises,KA,night,knife,none,public_space,60+,0,1,0,0,night_operation|use_of_technology,Crime was executed during nighttime hours. digital tools or devices were used.,5,0
FIR-01668,assault,marketplace,MH,morning,improvised_tool,none,individual,60+,1,0,1,0,local_knowledge|repeat_target|psychological_manipulation,Suspect demonstrated knowledge of the local area. location or victim was targeted previously. victim was manipulated psychologically.,5,0
FIR-01669,fraud,industrial_area,AP,afternoon,vehicle,unlocked_door,commercial_establishment,juvenile,1,1,1,1,night_operation|evidence_concealment|local_knowledge,Crime was executed during nighttime hours. suspect attempted to conceal evidence. suspect demonstrated knowledge of the local area.,6,0
FIR-01670,vandalism,public_transport,HR,midnight,improvised_tool,none,commercial_establishment,26-35,0,3,1,0,planned_operation|multiple_offenders,Evidence of pre-planned operation. multiple offenders participated.,2,0
FIR-01671,vandalism,highway,PB,midnight,none,none,commercial_establishment,36-45,1,0,1,0,prior_surveillance|psychological_manipulation|local_knowledge,Suspect conducted prior surveillance of the target. victim was manipulated psychologically. suspect demonstrated knowledge of the local area.,3,1
FIR-01672,burglary,educational_institution,UP,night,blunt_object,window_break,household,26-35,0,0,0,0,use_of_technology|insider_help|physical_restraint|use_of_disguise|accomplice_involved,Digital tools or devices were used. insider assistance may have been involved. victim was physically restrained. suspect used a disguise to conceal identity. at least one accomplice was involved in the act.,7,1
FIR-01673,burglary,marketplace,AP,night,rope,lock_picking,government_property,60+,1,0,1,0,psychological_manipulation|lone_wolf,Victim was manipulated psychologically. single offender acted alone.,7,1
FIR-01674,murder,highway,MH,evening,knife,none,multiple,juvenile,0,0,0,0,lone_wolf|use_of_disguise|planned_operation,Single offender acted alone. suspect used a disguise to conceal identity. evidence of pre-planned operation.,10,0
FIR-01675,fraud,marketplace,TS,afternoon,chemical,impersonation,multiple,juvenile,0,1,1,1,escape_vehicle_used|lone_wolf|psychological_manipulation|insider_help,Suspect escaped using a vehicle. single offender acted alone. victim was manipulated psychologically. insider assistance may have been involved.,6,0
FIR-01676,burglary,industrial_area,PB,midnight,blunt_object,window_break,household,60+,0,4,1,0,multiple_offenders|use_of_technology,Multiple offenders participated. digital tools or devices were used.,7,1
FIR-01677,robbery,parking_lot,PB,evening,firearm,social_engineering,financial_institution,26-35,1,1,1,0,multiple_offenders|repeat_target|lone_wolf,Multiple offenders participated. location or victim was targeted previously. single offender acted alone.,7,0
FIR-01678,vehicle_theft,rural_area,WB,midnight,vehicle,impersonation,vehicle,46-60,0,0,1,0,local_knowledge|physical_restraint|repeat_target|lone_wolf|psychological_manipulation,Suspect demonstrated knowledge of the local area. victim was physically restrained. location or victim was targeted previously. single offender acted alone. victim was manipulated psychologically.,4,1
FIR-01679,fraud,industrial_area,MH,midnight,vehicle,impersonation,financial_institution,26-35,0,1,1,1,lone_wolf|insider_help|use_of_disguise,Single offender acted alone. insider assistance may have been involved. suspect used a disguise to conceal identity.,6,0
FIR-01680,fraud,educational_institution,PB,midnight,none,impersonation,commercial_establishment,46-60,0,2,1,1,prior_surveillance|opportunistic|night_operation|use_of_technology|multiple_offenders,Suspect conducted prior surveillance of the target. crime appears to be opportunistic in nature. crime was executed during nighttime hours. digital tools or devices were used. multiple offenders participated.,8,1
FIR-01681,vandalism,educational_institution,WB,night,chemical,none,commercial_establishment,juvenile,1,1,0,0,accomplice_involved|local_knowledge|repeat_target,At least one accomplice was involved in the act. suspect demonstrated knowledge of the local area. location or victim was targeted previously.,2,1
FIR-01682,assault,highway,MP,midnight,blunt_object,none,commercial_establishment,26-35,1,3,1,0,multiple_offenders|night_operation|lone_wolf|repeat_target|planned_operation,Multiple offenders participated. crime was executed during nighttime hours. single offender acted alone. location or victim was targeted previously. evidence of pre-planned operation.,7,1
FIR-01683,kidnapping,parking_lot,WB,midnight,blunt_object,none,financial_institution,46-60,1,1,0,0,repeat_target|local_knowledge|prior_surveillance|escape_vehicle_used,Location or victim was targeted previously. suspect demonstrated knowledge of the local area. suspect conducted prior surveillance of the target. suspect escaped using a vehicle.,10,0
FIR-01684,burglary,parking_lot,DL,early_morning,blunt_object,lock_picking,household,26-35,1,0,0,0,lone_wolf|insider_help|physical_restraint|psychological_manipulation,Single offender acted alone. insider assistance may have been involved. victim was physically restrained. victim was manipulated psychologically.,7,1
FIR-01685,burglary,bank_premises,TN,midnight,blunt_object,lock_picking,commercial_establishment,46-60,0,0,1,0,escape_vehicle_used|psychological_manipulation,Suspect escaped using a vehicle. victim was manipulated psychologically.,7,0
FIR-01686,burglary,residential_area,DL,midnight,improvised_tool,lock_picking,commercial_establishment,36-45,0,1,0,0,opportunistic|physical_restraint,Crime appears to be opportunistic in nature. victim was physically restrained.,7,1
FIR-01687,vehicle_theft,public_transport,WB,night,improvised_tool,unlocked_door,household,18-25,1,0,1,0,prior_surveillance|opportunistic|escape_vehicle_used|use_of_technology|evidence_concealment,Suspect conducted prior surveillance of the target. crime appears to be opportunistic in nature. suspect escaped using a vehicle. digital tools or devices were used. suspect attempted to conceal evidence.,3,1
FIR-01688,fraud,public_transport,TS,morning,none,window_break,infrastructure,46-60,0,1,1,1,use_of_technology|evidence_concealment|night_operation|local_knowledge|prior_surveillance,Digital tools or devices were used. suspect attempted to conceal evidence. crime was executed during nighttime hours. suspect demonstrated knowledge of the local area. suspect conducted prior surveillance of the target.,8,1
